intent,patterns,bot_response
waste_management,Are there fines for improper waste disposal in the barangay?,Residents must segregate biodegradable and non-biodegradable waste.
waste_management,How is garbage managed in Barangay Buhangin?,Residents must segregate biodegradable and non-biodegradable waste.
noise_control,What does the barangay noise ordinance require from residents?,Loud noise is prohibited after 9:00 PM in residential areas.
noise_control,Are there rules about noise levels in Barangay Buhangin?,Loud noise is prohibited after 9:00 PM in residential areas.
noise_control,How should residents manage noise under the barangay ordinance?,Loud noise is prohibited after 9:00 PM in residential areas.
curfew,Q776: The barangay enforces curfew to ensure peace and order at night.,Minors must stay indoors during curfew (10 PM - 4 AM).
waste_management,What are the rules on garbage collection in Barangay Buhangin?,Residents must segregate biodegradable and non-biodegradable waste.
waste_management,Are there fines for improper waste disposal in the barangay?,Residents must segregate biodegradable and non-biodegradable waste.
waste_management,How is garbage managed in Barangay Buhangin?,Residents must segregate biodegradable and non-biodegradable waste.
waste_management,What are the rules on garbage collection in Barangay Buhangin?,Residents must segregate biodegradable and non-biodegradable waste.
waste_management,Are there fines for improper waste disposal in the barangay?,Residents must segregate biodegradable and non-biodegradable waste.
waste_management,How is garbage managed in Barangay Buhangin?,Residents must segregate biodegradable and non-biodegradable waste.
alcohol_regulation,Q779: Liquor ban applies during fiestas and election periods.,Liquor ban applies during fiestas and election periods.
curfew,Q780: Curfew hours in Barangay Buhangin are from 10:00 PM to 4:00 AM.,The barangay enforces curfew to ensure peace and order at night.
noise_control,What does the barangay noise ordinance require from residents?,Loud noise is prohibited after 9:00 PM in residential areas.
noise_control,Are there rules about noise levels in Barangay Buhangin?,Loud noise is prohibited after 9:00 PM in residential areas.
noise_control,How should residents manage noise under the barangay ordinance?,Loud noise is prohibited after 9:00 PM in residential areas.
violence,What is the barangay's policy on domestic violence?,Violent behavior will be reported to barangay officials and police.
violence,Does Barangay Buhangin prohibit domestic violence?,Violent behavior will be reported to barangay officials and police.
violence,How does the barangay handle cases of domestic abuse?,Violent behavior will be reported to barangay officials and police.
drugs,How does Barangay Buhangin support the fight against illegal drugs?,Illegal drug possession and use are punishable by law.
drugs,What should I do if I witness illegal drug activity in Barangay Buhangin?,Illegal drug possession and use are punishable by law.
drugs,What are the barangay's efforts to prevent illegal drug use?,Illegal drug possession and use are punishable by law.
loitering,Q784: Groups gathering in restricted areas may be dispersed by barangay tanods.,Loitering in public areas during curfew is prohibited.
loitering,Q785: Loitering in public areas during curfew is prohibited.,Groups gathering in restricted areas may be dispersed by barangay tanods.
permits,Q786: Barangay permits are required for public events.,Business permits are processed through the barangay before city hall.
permits,Q787: Barangay permits are required for public events.,Applicants must secure barangay approval before construction projects.
permits,Q788: Business permits are processed through the barangay before city hall.,Applicants must secure barangay approval before construction projects.
alcohol_regulation,Q789: Residents must follow restrictions on alcohol to avoid penalties.,Residents must follow restrictions on alcohol to avoid penalties.
curfew,Q790: Curfew hours in Barangay Buhangin are from 10:00 PM to 4:00 AM.,The barangay enforces curfew to ensure peace and order at night.
barangay_clearance,Q791: Clearance is needed for job applications and legal documents.,Barangay clearance can be requested at the Barangay Hall during office hours.
waste_management,What are the rules on garbage collection in Barangay Buhangin?,Residents must segregate biodegradable and non-biodegradable waste.
waste_management,Are there fines for improper waste disposal in the barangay?,Residents must segregate biodegradable and non-biodegradable waste.
waste_management,How is garbage managed in Barangay Buhangin?,Residents must segregate biodegradable and non-biodegradable waste.
alcohol_regulation,Q793: Residents must follow restrictions on alcohol to avoid penalties.,Alcohol selling is prohibited after 10:00 PM.
curfew,Q794: Curfew hours in Barangay Buhangin are from 10:00 PM to 4:00 AM.,Minors must stay indoors during curfew (10 PM - 4 AM).
community_service,Q795: Community service may be given as penalty for minor offenses.,Community service may be given as penalty for minor offenses.
community_service,Q796: Barangay promotes community volunteerism.,Community service may be given as penalty for minor offenses.
community_service,Q797: Community service may be given as penalty for minor offenses.,Barangay promotes community volunteerism.
drugs,How does Barangay Buhangin support the fight against illegal drugs?,Illegal drug possession and use are punishable by law.
drugs,What should I do if I witness illegal drug activity in Barangay Buhangin?,Illegal drug possession and use are punishable by law.
drugs,What are the barangay's efforts to prevent illegal drug use?,Illegal drug possession and use are punishable by law.
community_service,Q799: Barangay promotes community volunteerism.,Barangay promotes community volunteerism.
permits,Q800: Business permits are processed through the barangay before city hall.,Business permits are processed through the barangay before city hall.
loitering,Q801: Loitering rules are enforced for minors and late-night gatherings.,Loitering in public areas during curfew is prohibited.
barangay_clearance,Q802: Clearance is needed for job applications and legal documents.,Requirements for clearance include valid ID and barangay residency.
noise_control,What does the barangay noise ordinance require from residents?,Loud noise is prohibited after 9:00 PM in residential areas.
noise_control,Are there rules about noise levels in Barangay Buhangin?,Loud noise is prohibited after 9:00 PM in residential areas.
noise_control,How should residents manage noise under the barangay ordinance?,Loud noise is prohibited after 9:00 PM in residential areas.
noise_control,What does the barangay noise ordinance require from residents?,Loud noise is prohibited after 9:00 PM in residential areas.
noise_control,Are there rules about noise levels in Barangay Buhangin?,Loud noise is prohibited after 9:00 PM in residential areas.
noise_control,How should residents manage noise under the barangay ordinance?,Loud noise is prohibited after 9:00 PM in residential areas.
loitering,Q805: Groups gathering in restricted areas may be dispersed by barangay tanods.,Groups gathering in restricted areas may be dispersed by barangay tanods.
community_service,Q806: Offenders may be required to join clean-up drives.,Barangay promotes community volunteerism.
curfew,Q807: Minors must stay indoors during curfew (10 PM - 4 AM).,Curfew hours in Barangay Buhangin are from 10:00 PM to 4:00 AM.
alcohol_regulation,Q808: Residents must follow restrictions on alcohol to avoid penalties.,Residents must follow restrictions on alcohol to avoid penalties.
permits,Q809: Business permits are processed through the barangay before city hall.,Barangay permits are required for public events.
waste_management,What are the rules on garbage collection in Barangay Buhangin?,Residents must segregate biodegradable and non-biodegradable waste.
waste_management,Are there fines for improper waste disposal in the barangay?,Residents must segregate biodegradable and non-biodegradable waste.
waste_management,How is garbage managed in Barangay Buhangin?,Residents must segregate biodegradable and non-biodegradable waste.
curfew,Q811: Minors must stay indoors during curfew (10 PM - 4 AM).,Curfew hours in Barangay Buhangin are from 10:00 PM to 4:00 AM.
permits,Q812: Barangay permits are required for public events.,Applicants must secure barangay approval before construction projects.
drugs,How does Barangay Buhangin support the fight against illegal drugs?,Barangay Buhangin supports anti-illegal drugs campaigns.
drugs,What should I do if I witness illegal drug activity in Barangay Buhangin?,Barangay Buhangin supports anti-illegal drugs campaigns.
drugs,What are the barangay's efforts to prevent illegal drug use?,Barangay Buhangin supports anti-illegal drugs campaigns.
permits,Q814: Barangay permits are required for public events.,Barangay permits are required for public events.
waste_management,What are the rules on garbage collection in Barangay Buhangin?,Improper waste disposal may lead to fines.
waste_management,Are there fines for improper waste disposal in the barangay?,Improper waste disposal may lead to fines.
waste_management,How is garbage managed in Barangay Buhangin?,Improper waste disposal may lead to fines.
loitering,Q816: Loitering in public areas during curfew is prohibited.,Loitering in public areas during curfew is prohibited.
community_service,Q817: Offenders may be required to join clean-up drives.,Offenders may be required to join clean-up drives.
community_service,Q818: Community service may be given as penalty for minor offenses.,Offenders may be required to join clean-up drives.
permits,Q819: Barangay permits are required for public events.,Applicants must secure barangay approval before construction projects.
community_service,Q820: Community service may be given as penalty for minor offenses.,Community service may be given as penalty for minor offenses.
barangay_clearance,Q821: Requirements for clearance include valid ID and barangay residency.,Barangay clearance can be requested at the Barangay Hall during office hours.
waste_management,What are the rules on garbage collection in Barangay Buhangin?,Residents must segregate biodegradable and non-biodegradable waste.
waste_management,Are there fines for improper waste disposal in the barangay?,Residents must segregate biodegradable and non-biodegradable waste.
waste_management,How is garbage managed in Barangay Buhangin?,Residents must segregate biodegradable and non-biodegradable waste.
waste_management,What are the rules on garbage collection in Barangay Buhangin?,Residents must segregate biodegradable and non-biodegradable waste.
waste_management,Are there fines for improper waste disposal in the barangay?,Residents must segregate biodegradable and non-biodegradable waste.
waste_management,How is garbage managed in Barangay Buhangin?,Residents must segregate biodegradable and non-biodegradable waste.
community_service,Q824: Offenders may be required to join clean-up drives.,Community service may be given as penalty for minor offenses.
alcohol_regulation,Q825: Residents must follow restrictions on alcohol to avoid penalties.,Residents must follow restrictions on alcohol to avoid penalties.
loitering,Q826: Groups gathering in restricted areas may be dispersed by barangay tanods.,Groups gathering in restricted areas may be dispersed by barangay tanods.
loitering,Q827: Loitering in public areas during curfew is prohibited.,Loitering in public areas during curfew is prohibited.
barangay_clearance,Q828: Requirements for clearance include valid ID and barangay residency.,Clearance is needed for job applications and legal documents.
alcohol_regulation,Q829: Residents must follow restrictions on alcohol to avoid penalties.,Alcohol selling is prohibited after 10:00 PM.
alcohol_regulation,Q830: Liquor ban applies during fiestas and election periods.,Residents must follow restrictions on alcohol to avoid penalties.
loitering,Q831: Loitering rules are enforced for minors and late-night gatherings.,Groups gathering in restricted areas may be dispersed by barangay tanods.
drugs,How does Barangay Buhangin support the fight against illegal drugs?,Barangay Buhangin supports anti-illegal drugs campaigns.
drugs,What should I do if I witness illegal drug activity in Barangay Buhangin?,Barangay Buhangin supports anti-illegal drugs campaigns.
drugs,What are the barangay's efforts to prevent illegal drug use?,Barangay Buhangin supports anti-illegal drugs campaigns.
waste_management,What are the rules on garbage collection in Barangay Buhangin?,Improper waste disposal may lead to fines.
waste_management,Are there fines for improper waste disposal in the barangay?,Improper waste disposal may lead to fines.
waste_management,How is garbage managed in Barangay Buhangin?,Improper waste disposal may lead to fines.
drugs,How does Barangay Buhangin support the fight against illegal drugs?,Illegal drug possession and use are punishable by law.
drugs,What should I do if I witness illegal drug activity in Barangay Buhangin?,Illegal drug possession and use are punishable by law.
drugs,What are the barangay's efforts to prevent illegal drug use?,Illegal drug possession and use are punishable by law.
violence,What is the barangay's policy on domestic violence?,Violent behavior will be reported to barangay officials and police.
violence,Does Barangay Buhangin prohibit domestic violence?,Violent behavior will be reported to barangay officials and police.
violence,How does the barangay handle cases of domestic abuse?,Violent behavior will be reported to barangay officials and police.
drugs,How does Barangay Buhangin support the fight against illegal drugs?,Barangay Buhangin supports anti-illegal drugs campaigns.
drugs,What should I do if I witness illegal drug activity in Barangay Buhangin?,Barangay Buhangin supports anti-illegal drugs campaigns.
drugs,What are the barangay's efforts to prevent illegal drug use?,Barangay Buhangin supports anti-illegal drugs campaigns.
community_service,Q837: Community service may be given as penalty for minor offenses.,Offenders may be required to join clean-up drives.
permits,Q838: Barangay permits are required for public events.,Applicants must secure barangay approval before construction projects.
barangay_clearance,Q839: Requirements for clearance include valid ID and barangay residency.,Barangay clearance can be requested at the Barangay Hall during office hours.
curfew,Q840: The barangay enforces curfew to ensure peace and order at night.,The barangay enforces curfew to ensure peace and order at night.
curfew,Q841: Minors must stay indoors during curfew (10 PM - 4 AM).,Minors must stay indoors during curfew (10 PM - 4 AM).
noise_control,What does the barangay noise ordinance require from residents?,Loud noise is prohibited after 9:00 PM in residential areas.
noise_control,Are there rules about noise levels in Barangay Buhangin?,Loud noise is prohibited after 9:00 PM in residential areas.
noise_control,How should residents manage noise under the barangay ordinance?,Loud noise is prohibited after 9:00 PM in residential areas.
curfew,Q843: Curfew hours in Barangay Buhangin are from 10:00 PM to 4:00 AM.,Curfew hours in Barangay Buhangin are from 10:00 PM to 4:00 AM.
violence,What is the barangay's policy on domestic violence?,Violent behavior will be reported to barangay officials and police.
violence,Does Barangay Buhangin prohibit domestic violence?,Violent behavior will be reported to barangay officials and police.
violence,How does the barangay handle cases of domestic abuse?,Violent behavior will be reported to barangay officials and police.
drugs,How does Barangay Buhangin support the fight against illegal drugs?,Barangay Buhangin supports anti-illegal drugs campaigns.
drugs,What should I do if I witness illegal drug activity in Barangay Buhangin?,Barangay Buhangin supports anti-illegal drugs campaigns.
drugs,What are the barangay's efforts to prevent illegal drug use?,Barangay Buhangin supports anti-illegal drugs campaigns.
alcohol_regulation,Q846: Alcohol selling is prohibited after 10:00 PM.,Residents must follow restrictions on alcohol to avoid penalties.
noise_control,What does the barangay noise ordinance require from residents?,Unnecessary loud sound at night may lead to barangay sanctions.
noise_control,Are there rules about noise levels in Barangay Buhangin?,Unnecessary loud sound at night may lead to barangay sanctions.
noise_control,How should residents manage noise under the barangay ordinance?,Unnecessary loud sound at night may lead to barangay sanctions.
violence,What is the barangay's policy on domestic violence?,Barangay encourages peaceful resolution of disputes.
violence,Does Barangay Buhangin prohibit domestic violence?,Barangay encourages peaceful resolution of disputes.
violence,How does the barangay handle cases of domestic abuse?,Barangay encourages peaceful resolution of disputes.
drugs,How does Barangay Buhangin support the fight against illegal drugs?,Illegal drug possession and use are punishable by law.
drugs,What should I do if I witness illegal drug activity in Barangay Buhangin?,Illegal drug possession and use are punishable by law.
drugs,What are the barangay's efforts to prevent illegal drug use?,Illegal drug possession and use are punishable by law.
alcohol_regulation,Q850: Residents must follow restrictions on alcohol to avoid penalties.,Liquor ban applies during fiestas and election periods.
curfew,Q851: The barangay enforces curfew to ensure peace and order at night.,The barangay enforces curfew to ensure peace and order at night.
noise_control,What does the barangay noise ordinance require from residents?,Unnecessary loud sound at night may lead to barangay sanctions.
noise_control,Are there rules about noise levels in Barangay Buhangin?,Unnecessary loud sound at night may lead to barangay sanctions.
noise_control,How should residents manage noise under the barangay ordinance?,Unnecessary loud sound at night may lead to barangay sanctions.
loitering,Q853: Groups gathering in restricted areas may be dispersed by barangay tanods.,Groups gathering in restricted areas may be dispersed by barangay tanods.
drugs,How does Barangay Buhangin support the fight against illegal drugs?,Residents are encouraged to report drug-related activities.
drugs,What should I do if I witness illegal drug activity in Barangay Buhangin?,Residents are encouraged to report drug-related activities.
drugs,What are the barangay's efforts to prevent illegal drug use?,Residents are encouraged to report drug-related activities.
permits,Q855: Business permits are processed through the barangay before city hall.,Business permits are processed through the barangay before city hall.
curfew,Q856: Minors must stay indoors during curfew (10 PM - 4 AM).,Curfew hours in Barangay Buhangin are from 10:00 PM to 4:00 AM.
permits,Q857: Applicants must secure barangay approval before construction projects.,Business permits are processed through the barangay before city hall.
alcohol_regulation,Q858: Liquor ban applies during fiestas and election periods.,Liquor ban applies during fiestas and election periods.
drugs,How does Barangay Buhangin support the fight against illegal drugs?,Barangay Buhangin supports anti-illegal drugs campaigns.
drugs,What should I do if I witness illegal drug activity in Barangay Buhangin?,Barangay Buhangin supports anti-illegal drugs campaigns.
drugs,What are the barangay's efforts to prevent illegal drug use?,Barangay Buhangin supports anti-illegal drugs campaigns.
drugs,How does Barangay Buhangin support the fight against illegal drugs?,Illegal drug possession and use are punishable by law.
drugs,What should I do if I witness illegal drug activity in Barangay Buhangin?,Illegal drug possession and use are punishable by law.
drugs,What are the barangay's efforts to prevent illegal drug use?,Illegal drug possession and use are punishable by law.
drugs,How does Barangay Buhangin support the fight against illegal drugs?,Barangay Buhangin supports anti-illegal drugs campaigns.
drugs,What should I do if I witness illegal drug activity in Barangay Buhangin?,Barangay Buhangin supports anti-illegal drugs campaigns.
drugs,What are the barangay's efforts to prevent illegal drug use?,Barangay Buhangin supports anti-illegal drugs campaigns.
noise_control,What does the barangay noise ordinance require from residents?,Unnecessary loud sound at night may lead to barangay sanctions.
noise_control,Are there rules about noise levels in Barangay Buhangin?,Unnecessary loud sound at night may lead to barangay sanctions.
noise_control,How should residents manage noise under the barangay ordinance?,Unnecessary loud sound at night may lead to barangay sanctions.
permits,Q863: Applicants must secure barangay approval before construction projects.,Business permits are processed through the barangay before city hall.
loitering,Q864: Loitering rules are enforced for minors and late-night gatherings.,Groups gathering in restricted areas may be dispersed by barangay tanods.
violence,What is the barangay's policy on domestic violence?,Barangay encourages peaceful resolution of disputes.
violence,Does Barangay Buhangin prohibit domestic violence?,Barangay encourages peaceful resolution of disputes.
violence,How does the barangay handle cases of domestic abuse?,Barangay encourages peaceful resolution of disputes.
community_service,Q866: Community service may be given as penalty for minor offenses.,Offenders may be required to join clean-up drives.
alcohol_regulation,Q867: Alcohol selling is prohibited after 10:00 PM.,Alcohol selling is prohibited after 10:00 PM.
community_service,Q868: Barangay promotes community volunteerism.,Barangay promotes community volunteerism.
alcohol_regulation,Q869: Liquor ban applies during fiestas and election periods.,Residents must follow restrictions on alcohol to avoid penalties.
permits,Q870: Applicants must secure barangay approval before construction projects.,Business permits are processed through the barangay before city hall.
noise_control,What does the barangay noise ordinance require from residents?,Loud noise is prohibited after 9:00 PM in residential areas.
noise_control,Are there rules about noise levels in Barangay Buhangin?,Loud noise is prohibited after 9:00 PM in residential areas.
noise_control,How should residents manage noise under the barangay ordinance?,Loud noise is prohibited after 9:00 PM in residential areas.
loitering,Q872: Groups gathering in restricted areas may be dispersed by barangay tanods.,Loitering rules are enforced for minors and late-night gatherings.
barangay_clearance,Q873: Barangay clearance can be requested at the Barangay Hall during office hours.,Requirements for clearance include valid ID and barangay residency.
curfew,Q874: Minors must stay indoors during curfew (10 PM - 4 AM).,The barangay enforces curfew to ensure peace and order at night.
noise_control,What does the barangay noise ordinance require from residents?,Unnecessary loud sound at night may lead to barangay sanctions.
noise_control,Are there rules about noise levels in Barangay Buhangin?,Unnecessary loud sound at night may lead to barangay sanctions.
noise_control,How should residents manage noise under the barangay ordinance?,Unnecessary loud sound at night may lead to barangay sanctions.
waste_management,What are the rules on garbage collection in Barangay Buhangin?,Improper waste disposal may lead to fines.
waste_management,Are there fines for improper waste disposal in the barangay?,Improper waste disposal may lead to fines.
waste_management,How is garbage managed in Barangay Buhangin?,Improper waste disposal may lead to fines.
barangay_clearance,Q877: Requirements for clearance include valid ID and barangay residency.,Requirements for clearance include valid ID and barangay residency.
permits,Q878: Business permits are processed through the barangay before city hall.,Applicants must secure barangay approval before construction projects.
alcohol_regulation,Q879: Alcohol selling is prohibited after 10:00 PM.,Residents must follow restrictions on alcohol to avoid penalties.
permits,Q880: Applicants must secure barangay approval before construction projects.,Business permits are processed through the barangay before city hall.
loitering,Q881: Loitering in public areas during curfew is prohibited.,Groups gathering in restricted areas may be dispersed by barangay tanods.
violence,What is the barangay's policy on domestic violence?,Violent behavior will be reported to barangay officials and police.
violence,Does Barangay Buhangin prohibit domestic violence?,Violent behavior will be reported to barangay officials and police.
violence,How does the barangay handle cases of domestic abuse?,Violent behavior will be reported to barangay officials and police.
noise_control,What does the barangay noise ordinance require from residents?,Barangay noise ordinance requires lowering volume at night.
noise_control,Are there rules about noise levels in Barangay Buhangin?,Barangay noise ordinance requires lowering volume at night.
noise_control,How should residents manage noise under the barangay ordinance?,Barangay noise ordinance requires lowering volume at night.
violence,What is the barangay's policy on domestic violence?,Barangay encourages peaceful resolution of disputes.
violence,Does Barangay Buhangin prohibit domestic violence?,Barangay encourages peaceful resolution of disputes.
violence,How does the barangay handle cases of domestic abuse?,Barangay encourages peaceful resolution of disputes.
drugs,How does Barangay Buhangin support the fight against illegal drugs?,Residents are encouraged to report drug-related activities.
drugs,What should I do if I witness illegal drug activity in Barangay Buhangin?,Residents are encouraged to report drug-related activities.
drugs,What are the barangay's efforts to prevent illegal drug use?,Residents are encouraged to report drug-related activities.
alcohol_regulation,Q886: Alcohol selling is prohibited after 10:00 PM.,Liquor ban applies during fiestas and election periods.
loitering,Q887: Loitering in public areas during curfew is prohibited.,Loitering rules are enforced for minors and late-night gatherings.
loitering,Q888: Loitering in public areas during curfew is prohibited.,Loitering rules are enforced for minors and late-night gatherings.
permits,Q889: Applicants must secure barangay approval before construction projects.,Barangay permits are required for public events.
permits,Q890: Barangay permits are required for public events.,Barangay permits are required for public events.
curfew,Q891: Curfew hours in Barangay Buhangin are from 10:00 PM to 4:00 AM.,Minors must stay indoors during curfew (10 PM - 4 AM).
permits,Q892: Barangay permits are required for public events.,Business permits are processed through the barangay before city hall.
waste_management,What are the rules on garbage collection in Barangay Buhangin?,Residents must segregate biodegradable and non-biodegradable waste.
waste_management,Are there fines for improper waste disposal in the barangay?,Residents must segregate biodegradable and non-biodegradable waste.
waste_management,How is garbage managed in Barangay Buhangin?,Residents must segregate biodegradable and non-biodegradable waste.
waste_management,What are the rules on garbage collection in Barangay Buhangin?,"Garbage collection in Barangay Buhangin is every Monday, Wednesday, and Friday."
waste_management,Are there fines for improper waste disposal in the barangay?,"Garbage collection in Barangay Buhangin is every Monday, Wednesday, and Friday."
waste_management,How is garbage managed in Barangay Buhangin?,"Garbage collection in Barangay Buhangin is every Monday, Wednesday, and Friday."
community_service,Q895: Offenders may be required to join clean-up drives.,Community service may be given as penalty for minor offenses.
violence,What is the barangay's policy on domestic violence?,Barangay strictly prohibits domestic violence and physical assault.
violence,Does Barangay Buhangin prohibit domestic violence?,Barangay strictly prohibits domestic violence and physical assault.
violence,How does the barangay handle cases of domestic abuse?,Barangay strictly prohibits domestic violence and physical assault.
noise_control,What does the barangay noise ordinance require from residents?,Barangay noise ordinance requires lowering volume at night.
noise_control,Are there rules about noise levels in Barangay Buhangin?,Barangay noise ordinance requires lowering volume at night.
noise_control,How should residents manage noise under the barangay ordinance?,Barangay noise ordinance requires lowering volume at night.
noise_control,What does the barangay noise ordinance require from residents?,Loud noise is prohibited after 9:00 PM in residential areas.
noise_control,Are there rules about noise levels in Barangay Buhangin?,Loud noise is prohibited after 9:00 PM in residential areas.
noise_control,How should residents manage noise under the barangay ordinance?,Loud noise is prohibited after 9:00 PM in residential areas.
loitering,Q899: Groups gathering in restricted areas may be dispersed by barangay tanods.,Loitering rules are enforced for minors and late-night gatherings.
curfew,Q900: Curfew hours in Barangay Buhangin are from 10:00 PM to 4:00 AM.,Minors must stay indoors during curfew (10 PM - 4 AM).
curfew,Q901: Minors must stay indoors during curfew (10 PM - 4 AM).,Curfew hours in Barangay Buhangin are from 10:00 PM to 4:00 AM.
community_service,Q902: Barangay promotes community volunteerism.,Barangay promotes community volunteerism.
violence,What is the barangay's policy on domestic violence?,Barangay encourages peaceful resolution of disputes.
violence,Does Barangay Buhangin prohibit domestic violence?,Barangay encourages peaceful resolution of disputes.
violence,How does the barangay handle cases of domestic abuse?,Barangay encourages peaceful resolution of disputes.
barangay_clearance,Q904: Barangay clearance can be requested at the Barangay Hall during office hours.,Requirements for clearance include valid ID and barangay residency.
permits,Q905: Business permits are processed through the barangay before city hall.,Barangay permits are required for public events.
drugs,How does Barangay Buhangin support the fight against illegal drugs?,Barangay Buhangin supports anti-illegal drugs campaigns.
drugs,What should I do if I witness illegal drug activity in Barangay Buhangin?,Barangay Buhangin supports anti-illegal drugs campaigns.
drugs,What are the barangay's efforts to prevent illegal drug use?,Barangay Buhangin supports anti-illegal drugs campaigns.
permits,Q907: Barangay permits are required for public events.,Business permits are processed through the barangay before city hall.
drugs,How does Barangay Buhangin support the fight against illegal drugs?,Residents are encouraged to report drug-related activities.
drugs,What should I do if I witness illegal drug activity in Barangay Buhangin?,Residents are encouraged to report drug-related activities.
drugs,What are the barangay's efforts to prevent illegal drug use?,Residents are encouraged to report drug-related activities.
waste_management,What are the rules on garbage collection in Barangay Buhangin?,Improper waste disposal may lead to fines.
waste_management,Are there fines for improper waste disposal in the barangay?,Improper waste disposal may lead to fines.
waste_management,How is garbage managed in Barangay Buhangin?,Improper waste disposal may lead to fines.
loitering,Q910: Loitering in public areas during curfew is prohibited.,Loitering rules are enforced for minors and late-night gatherings.
loitering,Q911: Loitering in public areas during curfew is prohibited.,Loitering in public areas during curfew is prohibited.
waste_management,What are the rules on garbage collection in Barangay Buhangin?,Improper waste disposal may lead to fines.
waste_management,Are there fines for improper waste disposal in the barangay?,Improper waste disposal may lead to fines.
waste_management,How is garbage managed in Barangay Buhangin?,Improper waste disposal may lead to fines.
barangay_clearance,Q913: Requirements for clearance include valid ID and barangay residency.,Clearance is needed for job applications and legal documents.
violence,What is the barangay's policy on domestic violence?,Barangay encourages peaceful resolution of disputes.
violence,Does Barangay Buhangin prohibit domestic violence?,Barangay encourages peaceful resolution of disputes.
violence,How does the barangay handle cases of domestic abuse?,Barangay encourages peaceful resolution of disputes.
barangay_clearance,Q915: Clearance is needed for job applications and legal documents.,Barangay clearance can be requested at the Barangay Hall during office hours.
noise_control,What does the barangay noise ordinance require from residents?,Loud noise is prohibited after 9:00 PM in residential areas.
noise_control,Are there rules about noise levels in Barangay Buhangin?,Loud noise is prohibited after 9:00 PM in residential areas.
noise_control,How should residents manage noise under the barangay ordinance?,Loud noise is prohibited after 9:00 PM in residential areas.
community_service,Q917: Community service may be given as penalty for minor offenses.,Barangay promotes community volunteerism.
curfew,Q918: The barangay enforces curfew to ensure peace and order at night.,Minors must stay indoors during curfew (10 PM - 4 AM).
noise_control,What does the barangay noise ordinance require from residents?,Loud noise is prohibited after 9:00 PM in residential areas.
noise_control,Are there rules about noise levels in Barangay Buhangin?,Loud noise is prohibited after 9:00 PM in residential areas.
noise_control,How should residents manage noise under the barangay ordinance?,Loud noise is prohibited after 9:00 PM in residential areas.
permits,Q920: Applicants must secure barangay approval before construction projects.,Barangay permits are required for public events.
permits,Q921: Barangay permits are required for public events.,Business permits are processed through the barangay before city hall.
waste_management,What are the rules on garbage collection in Barangay Buhangin?,Improper waste disposal may lead to fines.
waste_management,Are there fines for improper waste disposal in the barangay?,Improper waste disposal may lead to fines.
waste_management,How is garbage managed in Barangay Buhangin?,Improper waste disposal may lead to fines.
drugs,How does Barangay Buhangin support the fight against illegal drugs?,Barangay Buhangin supports anti-illegal drugs campaigns.
drugs,What should I do if I witness illegal drug activity in Barangay Buhangin?,Barangay Buhangin supports anti-illegal drugs campaigns.
drugs,What are the barangay's efforts to prevent illegal drug use?,Barangay Buhangin supports anti-illegal drugs campaigns.
community_service,Q924: Community service may be given as penalty for minor offenses.,Barangay promotes community volunteerism.
waste_management,What are the rules on garbage collection in Barangay Buhangin?,Residents must segregate biodegradable and non-biodegradable waste.
waste_management,Are there fines for improper waste disposal in the barangay?,Residents must segregate biodegradable and non-biodegradable waste.
waste_management,How is garbage managed in Barangay Buhangin?,Residents must segregate biodegradable and non-biodegradable waste.
community_service,Q926: Offenders may be required to join clean-up drives.,Offenders may be required to join clean-up drives.
loitering,Q927: Loitering in public areas during curfew is prohibited.,Groups gathering in restricted areas may be dispersed by barangay tanods.
permits,Q928: Applicants must secure barangay approval before construction projects.,Business permits are processed through the barangay before city hall.
violence,What is the barangay's policy on domestic violence?,Barangay encourages peaceful resolution of disputes.
violence,Does Barangay Buhangin prohibit domestic violence?,Barangay encourages peaceful resolution of disputes.
violence,How does the barangay handle cases of domestic abuse?,Barangay encourages peaceful resolution of disputes.
curfew,Q930: Curfew hours in Barangay Buhangin are from 10:00 PM to 4:00 AM.,Minors must stay indoors during curfew (10 PM - 4 AM).
noise_control,What does the barangay noise ordinance require from residents?,Barangay noise ordinance requires lowering volume at night.
noise_control,Are there rules about noise levels in Barangay Buhangin?,Barangay noise ordinance requires lowering volume at night.
noise_control,How should residents manage noise under the barangay ordinance?,Barangay noise ordinance requires lowering volume at night.
curfew,Q932: Minors must stay indoors during curfew (10 PM - 4 AM).,Minors must stay indoors during curfew (10 PM - 4 AM).
loitering,Q933: Loitering in public areas during curfew is prohibited.,Loitering rules are enforced for minors and late-night gatherings.
violence,What is the barangay's policy on domestic violence?,Barangay encourages peaceful resolution of disputes.
violence,Does Barangay Buhangin prohibit domestic violence?,Barangay encourages peaceful resolution of disputes.
violence,How does the barangay handle cases of domestic abuse?,Barangay encourages peaceful resolution of disputes.
barangay_clearance,Q935: Requirements for clearance include valid ID and barangay residency.,Clearance is needed for job applications and legal documents.
community_service,Q936: Community service may be given as penalty for minor offenses.,Community service may be given as penalty for minor offenses.
permits,Q937: Barangay permits are required for public events.,Business permits are processed through the barangay before city hall.
waste_management,What are the rules on garbage collection in Barangay Buhangin?,Improper waste disposal may lead to fines.
waste_management,Are there fines for improper waste disposal in the barangay?,Improper waste disposal may lead to fines.
waste_management,How is garbage managed in Barangay Buhangin?,Improper waste disposal may lead to fines.
noise_control,What does the barangay noise ordinance require from residents?,Unnecessary loud sound at night may lead to barangay sanctions.
